round_number,block_number,sequence_number,block_type,winning_probability,aaron_mood,probability_aaron_show,reward_value,reaction_time,choice,status_of_play,outcome,accumulated_outcomes,age,gender,major,MCQ_Q1,MCQ_Q2,MCQ_Q3,MCQ_Q4,MCQ_Q5,MCQ_Q6,chance_guess,pre_game_strategy,wager,post_game_quiz_q1,post_game_quiz_q2,post_game_quiz_q3,post_game_quiz_q3_other,post_game_quiz_correct,odds_guess_one_reply,odds_guess_one_did_win,odds_guess_two_reply,odds_guess_two_did_win,odds_guess_three_reply,odds_guess_three_did_win,id,treatment,craver
5,9,5,S,0.8,0,0.5,2,330,1,1,-0.7,157.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,10,5,S,0.8,1,1,1,357,1,1,0.3,157.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,10,5,S,0.8,1,1,1,317,1,1,0.3,157.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,10,5,S,0.8,1,1,1,384,1,1,0.3,158,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,10,5,S,0.8,1,1,1,351,1,1,0.3,158.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,10,5,S,0.8,1,1,1,536,1,1,0.3,158.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,11,5,S,0.8,1,1,2,743,1,1,1.3,159.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,11,5,S,0.8,1,1,2,567,1,1,1.3,161.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,11,5,S,0.8,1,1,2,484,1,1,1.3,162.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,11,5,S,0.8,1,1,2,364,1,1,1.3,163.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,11,5,S,0.8,1,1,2,461,1,1,1.3,165.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,12,5,S,0.8,0,0.5,1,799,1,1,0.3,165.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,12,5,S,0.8,0,0.5,1,312,1,0,0,165.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,12,5,S,0.8,0,0.5,1,338,1,0,0,165.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,12,5,S,0.8,0,0.5,1,246,1,1,0.3,165.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,12,5,S,0.8,0,0.5,1,340,1,0,0,165.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,13,5,S,0.8,0,0.5,2,663,1,1,1.3,167,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,13,5,S,0.8,0,0.5,2,327,1,0,0,167,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,13,5,S,0.8,0,0.5,2,298,1,0,0,167,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,13,5,S,0.8,0,0.5,2,267,1,0,0,167,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,13,5,S,0.8,0,0.5,2,306,1,1,1.3,168.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,14,5,S,0.8,1,1,1,377,1,1,0.3,168.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,14,5,S,0.8,1,1,1,328,1,1,0.3,168.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,14,5,S,0.8,1,1,1,304,1,1,-0.7,168.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,14,5,S,0.8,1,1,1,407,1,1,0.3,168.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,14,5,S,0.8,1,1,1,327,1,1,0.3,168.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,15,5,S,0.8,1,1,2,569,1,1,-0.7,168.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,15,5,S,0.8,1,1,2,407,1,1,1.3,169.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,15,5,S,0.8,1,1,2,470,1,1,1.3,170.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,15,5,S,0.8,1,1,2,357,1,1,1.3,172,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,15,5,S,0.8,1,1,2,347,1,1,1.3,173.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,16,5,S,0.8,0,0.5,1,477,1,1,0.3,173.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,16,5,S,0.8,0,0.5,1,306,1,0,0,173.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,16,5,S,0.8,0,0.5,1,366,1,1,0.3,173.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,16,5,S,0.8,0,0.5,1,402,1,1,0.3,174.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,16,5,S,0.8,0,0.5,1,368,1,1,0.3,174.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,17,5,S,0.8,0,0.5,2,458,1,0,0,174.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,17,5,S,0.8,0,0.5,2,433,1,1,1.3,175.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,17,5,S,0.8,0,0.5,2,365,1,0,0,175.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,17,5,S,0.8,0,0.5,2,367,1,1,1.3,177.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,17,5,S,0.8,0,0.5,2,276,1,1,1.3,178.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,18,5,S,0.8,1,1,1,360,1,1,0.3,178.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,18,5,S,0.8,1,1,1,337,1,1,-0.7,178,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,18,5,S,0.8,1,1,1,399,1,1,0.3,178.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,18,5,S,0.8,1,1,1,374,1,1,0.3,178.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,18,5,S,0.8,1,1,1,392,1,1,0.3,178.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,19,5,S,0.8,1,1,2,603,1,1,1.3,180.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,19,5,S,0.8,1,1,2,325,1,1,1.3,181.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,19,5,S,0.8,1,1,2,823,1,1,1.3,182.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,19,5,S,0.8,1,1,2,717,1,1,1.3,184.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,19,5,S,0.8,1,1,2,675,1,1,-0.7,183.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,20,5,S,0.8,0,0.5,1,585,1,1,0.3,183.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,20,5,S,0.8,0,0.5,1,368,1,1,0.3,184,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,20,5,S,0.8,0,0.5,1,532,1,0,0,184,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,20,5,S,0.8,0,0.5,1,466,1,1,0.3,184.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,20,5,S,0.8,0,0.5,1,314,1,0,0,184.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,21,5,S,0.8,0,0.5,2,411,1,0,0,184.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,21,5,S,0.8,0,0.5,2,413,1,0,0,184.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,21,5,S,0.8,0,0.5,2,389,1,0,0,184.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,21,5,S,0.8,0,0.5,2,225,1,1,1.3,185.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,21,5,S,0.8,0,0.5,2,407,1,1,1.3,186.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,1,6,S,0.8,1,1,2,901,1,1,1.3,188.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,1,6,S,0.8,1,1,2,378,1,1,1.3,189.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,1,6,S,0.8,1,1,2,338,1,1,1.3,190.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,1,6,S,0.8,1,1,2,634,1,1,1.3,192.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,1,6,S,0.8,1,1,2,314,1,1,-0.7,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,2,6,C,0.2,1,1,1,728,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,2,6,C,0.2,1,1,1,483,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,2,6,C,0.2,1,1,1,458,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,2,6,C,0.2,1,1,1,418,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,2,6,C,0.2,1,1,1,418,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,3,6,C,0.2,0,0.5,1,691,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,3,6,C,0.2,0,0.5,1,433,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,3,6,C,0.2,0,0.5,1,386,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,3,6,C,0.2,0,0.5,1,422,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,3,6,C,0.2,0,0.5,1,358,0,0,0,191.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,4,6,S,0.8,0,0.5,2,645,1,1,1.3,192.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,4,6,S,0.8,0,0.5,2,410,1,0,0,192.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,4,6,S,0.8,0,0.5,2,428,1,1,1.3,194,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,4,6,S,0.8,0,0.5,2,377,1,1,1.3,195.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,4,6,S,0.8,0,0.5,2,505,1,1,1.3,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,5,6,C,0.2,0,0.5,2,453,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,5,6,C,0.2,0,0.5,2,157,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,5,6,C,0.2,0,0.5,2,296,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,5,6,C,0.2,0,0.5,2,225,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,5,6,C,0.2,0,0.5,2,225,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,6,6,C,0.2,1,1,2,299,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,6,6,C,0.2,1,1,2,73,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,6,6,C,0.2,1,1,2,243,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,6,6,C,0.2,1,1,2,209,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,6,6,C,0.2,1,1,2,178,0,0,0,196.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,7,6,S,0.8,1,1,1,760,1,1,0.3,196.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,7,6,S,0.8,1,1,1,344,1,1,0.3,197.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,7,6,S,0.8,1,1,1,258,1,1,0.3,197.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,7,6,S,0.8,1,1,1,304,1,1,0.3,197.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,7,6,S,0.8,1,1,1,448,1,1,0.3,198.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,8,6,S,0.8,1,1,2,382,1,1,1.3,199.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,8,6,S,0.8,1,1,2,380,1,1,-0.7,198.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,8,6,S,0.8,1,1,2,342,1,1,-0.7,198,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,8,6,S,0.8,1,1,2,332,1,1,-0.7,197.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,8,6,S,0.8,1,1,2,305,1,1,1.3,198.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,9,6,S,0.8,0,0.5,1,334,1,1,0.3,198.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,9,6,S,0.8,0,0.5,1,358,1,1,0.3,199.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,9,6,S,0.8,0,0.5,1,971,1,1,0.3,199.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,9,6,S,0.8,0,0.5,1,454,1,0,0,199.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,9,6,S,0.8,0,0.5,1,406,1,1,0.3,199.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,10,6,S,0.8,1,1,1,372,1,1,0.3,200.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,10,6,S,0.8,1,1,1,375,1,1,0.3,200.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,10,6,S,0.8,1,1,1,245,1,1,0.3,200.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,10,6,S,0.8,1,1,1,363,1,1,-0.7,200,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,10,6,S,0.8,1,1,1,447,1,1,0.3,200.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,11,6,S,0.8,1,1,2,562,1,1,-0.7,199.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,11,6,S,0.8,1,1,2,368,1,1,-0.7,198.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,11,6,S,0.8,1,1,2,303,1,1,-0.7,198.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,11,6,S,0.8,1,1,2,311,1,1,1.3,199.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,11,6,S,0.8,1,1,2,495,1,1,1.3,200.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,12,6,S,0.8,0,0.5,1,321,1,1,0.3,201.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,12,6,S,0.8,0,0.5,1,260,1,1,-0.7,200.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,12,6,S,0.8,0,0.5,1,365,1,0,0,200.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,12,6,S,0.8,0,0.5,1,257,1,1,0.3,200.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,12,6,S,0.8,0,0.5,1,506,1,0,0,200.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,13,6,S,0.8,0,0.5,2,368,1,0,0,200.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,13,6,S,0.8,0,0.5,2,415,1,1,-0.7,200,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,13,6,S,0.8,0,0.5,2,379,1,0,0,200,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,13,6,S,0.8,0,0.5,2,383,1,1,-0.7,199.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,13,6,S,0.8,0,0.5,2,433,1,1,-0.7,198.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,14,6,S,0.8,1,1,1,394,1,1,0.3,198.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,14,6,S,0.8,1,1,1,333,1,1,0.3,199.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,14,6,S,0.8,1,1,1,439,1,1,0.3,199.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,14,6,S,0.8,1,1,1,545,1,1,0.3,199.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,14,6,S,0.8,1,1,1,460,1,1,0.3,200.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,15,6,S,0.8,1,1,2,409,1,1,1.3,201.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,15,6,S,0.8,1,1,2,317,1,1,1.3,202.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,15,6,S,0.8,1,1,2,269,1,1,1.3,204,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,15,6,S,0.8,1,1,2,548,1,1,-0.7,203.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,15,6,S,0.8,1,1,2,450,1,1,1.3,204.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,16,6,S,0.8,0,0.5,1,438,1,0,0,204.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,16,6,S,0.8,0,0.5,1,340,1,0,0,204.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,16,6,S,0.8,0,0.5,1,314,1,0,0,204.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,16,6,S,0.8,0,0.5,1,269,1,1,0.3,204.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,16,6,S,0.8,0,0.5,1,434,1,0,0,204.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,17,6,S,0.8,0,0.5,2,409,1,0,0,204.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,17,6,S,0.8,0,0.5,2,391,1,1,1.3,206.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,17,6,S,0.8,0,0.5,2,358,1,1,-0.7,205.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,17,6,S,0.8,0,0.5,2,366,1,0,0,205.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,17,6,S,0.8,0,0.5,2,442,1,0,0,205.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,18,6,S,0.8,1,1,1,441,1,1,0.3,205.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,18,6,S,0.8,1,1,1,314,1,1,0.3,206.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,18,6,S,0.8,1,1,1,341,1,1,-0.7,205.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,18,6,S,0.8,1,1,1,399,1,1,-0.7,204.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,18,6,S,0.8,1,1,1,539,1,1,0.3,205,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,19,6,S,0.8,1,1,2,443,1,1,1.3,206.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,19,6,S,0.8,1,1,2,297,1,1,1.3,207.6,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,19,6,S,0.8,1,1,2,403,1,1,1.3,208.9,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,19,6,S,0.8,1,1,2,380,1,1,1.3,210.2,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,19,6,S,0.8,1,1,2,417,1,1,1.3,211.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,20,6,S,0.8,0,0.5,1,387,1,0,0,211.5,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,20,6,S,0.8,0,0.5,1,426,1,1,-0.7,210.8,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,20,6,S,0.8,0,0.5,1,359,1,1,-0.7,210.1,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,20,6,S,0.8,0,0.5,1,378,1,1,0.3,210.4,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,20,6,S,0.8,0,0.5,1,355,1,1,0.3,210.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,21,6,S,0.8,0,0.5,2,442,1,0,0,210.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
2,21,6,S,0.8,0,0.5,2,405,1,0,0,210.7,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
3,21,6,S,0.8,0,0.5,2,478,1,1,1.3,212,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
4,21,6,S,0.8,0,0.5,2,390,1,1,-0.7,211.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
5,21,6,S,0.8,0,0.5,2,454,1,0,0,211.3,22,2,1,1,1,1,1,1,1,1,3,10,,,,,,,,,,,,34,control,0
1,1,1,S,0.8,1,1,2,1291,1,1,1.3,1.3,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
2,1,1,S,0.8,1,1,2,1404,1,1,1.3,2.6,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
3,1,1,S,0.8,1,1,2,753,1,1,1.3,3.9,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
4,1,1,S,0.8,1,1,2,1040,1,1,1.3,5.2,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
5,1,1,S,0.8,1,1,2,673,1,1,1.3,6.5,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
1,2,1,C,0.2,1,1,2,1069,1,1,1.3,7.8,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
2,2,1,C,0.2,1,1,2,1031,0,0,0,7.8,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
3,2,1,C,0.2,1,1,2,1326,0,0,0,7.8,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
4,2,1,C,0.2,1,1,2,683,1,1,-0.7,7.1,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
5,2,1,C,0.2,1,1,2,1561,0,0,0,7.1,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
1,3,1,S,0.8,0,0.5,2,1609,1,0,0,7.1,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
2,3,1,S,0.8,0,0.5,2,1660,1,0,0,7.1,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
3,3,1,S,0.8,0,0.5,2,1092,1,1,1.3,8.4,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
4,3,1,S,0.8,0,0.5,2,989,1,1,1.3,9.7,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
5,3,1,S,0.8,0,0.5,2,1240,1,0,0,9.7,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
1,4,1,C,0.2,0,0.5,2,866,1,0,0,9.7,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
2,4,1,C,0.2,0,0.5,2,944,1,0,0,9.7,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
3,4,1,C,0.2,0,0.5,2,837,1,1,-0.7,9,21,1,2,1,1,1,1,1,1,1,2,0,2,1,1,,1,2,0,4,1,4,1,35,control,1
